origin,destination,routeCount,ok,mismatches
Hersey,West Hingham,8,true,""
Lawrence,Highland,8,true,""
Belmont,Andrew,8,true,""
Route 128,Highland,8,true,""
Wyoming Hill,Uphams Corner,8,true,""
Uphams Corner,Kendal Green,8,true,""
North Billerica,Highland,8,true,""
West Roxbury,Waban,8,true,""
Salem,Science Park/West End,8,true,""
Reservoir,Back Bay,8,true,""
T.F. Green Airport,Wachusett,8,true,""
Dean Road,Worcester/Union Station,8,true,""
Aquarium,Wedgemere,8,true,""
Manchester,Government Center,8,true,""
Bowdoin,Kent Street,8,true,""
Waban,West Concord,8,true,""
Oak Grove,Airport,8,true,""
Back Bay,Community College,8,true,""
T.F. Green Airport,Bradford,8,true,""
Grafton,Quincy Center,8,true,""
Shirley,Davis,8,true,""
Norwood Central,Science Park/West End,8,true,""
West Roxbury,Babcock Street,8,true,""
Newton Highlands,Swampscott,8,true,""
Natick Center,Waban,8,true,""
Needham Heights,Rowley,8,true,""
Bowdoin,Prudential,8,true,""
Boston University East,Lechmere,8,true,""
Providence,Chestnut Hill Avenue,8,true,""
Four Corners/Geneva,Grafton,8,true,""
Charles/MGH,Canton Center,8,true,""
Prides Crossing,Symphony,8,true,""
Braintree,Prides Crossing,8,true,""
Winchester Center,West Natick,8,true,""
Worcester/Union Station,North Wilmington,8,true,""
Ruggles,Lowell,8,true,""
Mishawum,Forest Hills,8,true,""
Brookline Village,Wachusett,8,true,""
Shirley,Central,8,true,""
Green Street,Grafton,8,true,""
Littleton/Route 495,Lawrence,8,true,""
Melrose Highlands,Chiswick Road,8,true,""
Kendall/MIT,Ashland,8,true,""
Mansfield,Waltham,8,true,""
Beaconsfield,Auburndale,8,true,""
Chestnut Hill Avenue,Kenmore,8,true,""
Wellington,Harvard Avenue,8,true,""
Brandon Hall,Boston College,8,true,""
Revere Beach,Rowley,8,true,""
Fairbanks Street,Morton Street,8,true,""
Warren Street,Quincy Adams,8,true,""
North Leominster,Airport,8,true,""
Lynn,Lincoln,8,true,""
Needham Heights,Swampscott,8,true,""
Canton Center,Hersey,8,true,""
Framingham,Canton Junction,8,true,""
Wood Island,Islington,8,true,""
Swampscott,Ballardvale,8,true,""
Brandeis/Roberts,Wollaston,8,true,""
Eliot,Back of the Hill,8,true,""
Saint Marys Street,West Newton,8,true,""
Kendal Green,Ruggles,8,true,""
Melrose Highlands,Museum of Fine Arts,8,true,""
Andrew,Maverick,8,true,""
Ipswich,Suffolk Downs,8,true,""
Boston University Central,Museum of Fine Arts,8,true,""
Davis,Morton Street,8,true,""
Summit Avenue,Wachusett,8,true,""
Prides Crossing,Blandford Street,8,true,""
Kent Street,South Weymouth,8,true,""
West Gloucester,Wood Island,8,true,""
Winchester Center,Airport,8,true,""
Braintree,West Natick,8,true,""
Greenbush,Newtonville,8,true,""
Prudential,Wellington,8,true,""
Plimptonville,Hersey,8,true,""
Swampscott,Grafton,8,true,""
Government Center,Museum of Fine Arts,8,true,""
Wickford Junction,Broadway,8,true,""
Talbot Avenue,Northeastern University,8,true,""
Charles/MGH,West Newton,8,true,""
Orient Heights,Ruggles,8,true,""
Heath Street,Shirley,8,true,""
Prides Crossing,North Wilmington,8,true,""
Andover,Lowell,8,true,""
Needham Junction,Greenbush,8,true,""
Arlington,Englewood Avenue,8,true,""
Museum of Fine Arts,West Roxbury,8,true,""
Fairbanks Street,Lechmere,8,true,""
Wonderland,Attleboro,8,true,""
Ashmont,Weymouth Landing/East Braintree,8,true,""
Plymouth,Belmont,8,true,""
Fenwood Road,North Quincy,8,true,""
North Leominster,Brookline Hills,8,true,""
Boston University Central,Abington,8,true,""
North Wilmington,Tappan Street,8,true,""
Forge Park/495,Andover,8,true,""
Belmont,Endicott,8,true,""
Saint Marys Street,Kenmore,8,true,""
Fairmount,South Station,8,true,""
Andrew,West Medford,8,true,""
Downtown Crossing,South Acton,8,true,""
Canton Junction,Worcester/Union Station,8,true,""
North Scituate,Weymouth Landing/East Braintree,8,true,""
Four Corners/Geneva,Wachusett,8,true,""
Attleboro,Swampscott,8,true,""
Fields Corner,Bellevue,8,true,""
Bowdoin,Swampscott,8,true,""
Greenwood,Central,8,true,""
Stoughton,Halifax,8,true,""
Concord,Newtonville,8,true,""
Brandon Hall,Concord,8,true,""
Riverside,Hynes Convention Center,8,true,""
Canton Junction,Waverley,8,true,""
West Natick,Waverley,8,true,""
Maverick,Fairmount,8,true,""
Hawes Street,Weymouth Landing/East Braintree,8,true,""
Broadway,Endicott,8,true,""
Wellesley Hills,Salem,8,true,""
North Station,Boston University West,8,true,""
Harvard,Beverly Farms,8,true,""
Chiswick Road,Ruggles,8,true,""
Concord,Pleasant Street,8,true,""
South Attleboro,Stony Brook,8,true,""
Haymarket,Lechmere,8,true,""
Hersey,North Station,8,true,""
Andover,Davis,8,true,""
Hamilton/Wenham,Beverly Farms,8,true,""
Bellevue,Chestnut Hill Avenue,8,true,""
Brandeis/Roberts,Kendal Green,8,true,""
Park Street,Boston University East,8,true,""
North Scituate,Airport,8,true,""
Braintree,Manchester,8,true,""
Wedgemere,Brandeis/Roberts,8,true,""
North Wilmington,West Natick,8,true,""
Broadway,Kendall/MIT,8,true,""
Charles/MGH,Natick Center,8,true,""
Hawes Street,Braintree,8,true,""
Providence,Northeastern University,8,true,""
State,Talbot Avenue,8,true,""
Foxboro,Brandon Hall,8,true,""
Norwood Central,Central,8,true,""
West Gloucester,Broadway,8,true,""
Wellesley Hills,Brookline Hills,8,true,""
Reservoir,Brandeis/Roberts,8,true,""
East Weymouth,Fenwood Road,8,true,""
Grafton,Quincy Center,8,true,""
Central,Weymouth Landing/East Braintree,8,true,""
Boston University Central,Blandford Street,8,true,""
Heath Street,Beverly Farms,8,true,""
Manchester,Ashland,8,true,""
State,Downtown Crossing,8,true,""
North Scituate,Maverick,8,true,""
Central,Oak Grove,8,true,""
Massachusetts Avenue,Newtonville,8,true,""
Melrose Highlands,Westborough,8,true,""
Park Street,Beachmont,8,true,""
Attleboro,Kendall/MIT,8,true,""
Back Bay,Natick Center,8,true,""
Washington Street,Westborough,8,true,""
Lowell,Summit Avenue,8,true,""
Saint Paul Street,Ashland,8,true,""
Stoughton,Wellesley Hills,8,true,""
South Attleboro,Melrose Highlands,8,true,""
Saint Marys Street,Natick Center,8,true,""
Montserrat,Hawes Street,8,true,""
Boston University West,Sullivan Square,8,true,""
Copley,Silver Hill,8,true,""
North Billerica,North Beverly,8,true,""
Malden Center,Longwood,8,true,""
Kent Street,Newton Centre,8,true,""
Greenbush,Norfolk,8,true,""
Lowell,Northeastern University,8,true,""
Brookline Village,Harvard,8,true,""
Porter,Waverley,8,true,""
Beverly,Allston Street,8,true,""
Canton Junction,Maverick,8,true,""
Wellesley Hills,Morton Street,8,true,""
Washington Street,Government Center,8,true,""
Greenbush,North Leominster,8,true,""
Maverick,Mission Park,8,true,""
Chestnut Hill,Wellesley Hills,8,true,""
Boylston,Norwood Depot,8,true,""
Saint Marys Street,Cohasset,8,true,""
Hastings,Newmarket,8,true,""
Rockport,Greenbush,8,true,""
West Natick,Brandeis/Roberts,8,true,""
Newton Centre,Kingston,8,true,""
Rowley,Reservoir,8,true,""
Copley,Museum of Fine Arts,8,true,""
Newmarket,Norwood Central,8,true,""
Wellesley Farms,Longwood Medical Area,8,true,""
Islington,North Station,8,true,""
Chestnut Hill Avenue,Green Street,8,true,""
Route 128,Englewood Avenue,8,true,""
Gloucester,Ipswich,8,true,""
Highland,West Roxbury,8,true,""
Tappan Street,Worcester/Union Station,8,true,""
Norwood Central,Downtown Crossing,8,true,""
Littleton/Route 495,Islington,8,true,""
Green Street,Lynn,8,true,""
Lynn,Chestnut Hill,8,true,""
Highland,Washington Square,8,true,""
West Hingham,West Roxbury,8,true,""
Waban,South Acton,8,true,""
Boston College,Back of the Hill,8,true,""
Gloucester,Needham Center,8,true,""
Andrew,Foxboro,8,true,""
Mission Park,Framingham,8,true,""
Chelsea,Fields Corner,8,true,""
Boylston,Wonderland,8,true,""
Anderson/Woburn,South Acton,8,true,""
Boston College,Prudential,8,true,""
Brigham Circle,Blandford Street,8,true,""
Brookline Hills,Fitchburg,8,true,""
Attleboro,Dean Road,8,true,""
Prides Crossing,Lowell,8,true,""
Salem,East Weymouth,8,true,""
Canton Center,Massachusetts Avenue,8,true,""
Stony Brook,Attleboro,8,true,""
Forest Hills,Bowdoin,8,true,""
Andrew,Auburndale,8,true,""
Davis,Chelsea,8,true,""
East Weymouth,Ruggles,8,true,""
Hynes Convention Center,Windsor Gardens,8,true,""
Symphony,Norwood Central,8,true,""
Yawkey,Museum of Fine Arts,8,true,""
North Leominster,Longwood,8,true,""
Talbot Avenue,North Beverly,8,true,""
Chestnut Hill,North Quincy,8,true,""
Boston University West,Plimptonville,8,true,""
South Street,Rockport,8,true,""
Jackson Square,Downtown Crossing,8,true,""
North Beverly,South Street,8,true,""
Brigham Circle,Wellesley Farms,8,true,""
Grafton,Downtown Crossing,8,true,""
Tufts Medical Center,Pleasant Street,8,true,""
Winchester Center,Stony Brook,8,true,""
Dedham Corporate Center,Jackson Square,8,true,""
Endicott,Canton Center,8,true,""
Northeastern University,Highland,8,true,""
Prides Crossing,Newton Highlands,8,true,""
Uphams Corner,Franklin/Dean College,8,true,""
Norfolk,Wellington,8,true,""
Longwood Medical Area,Heath Street,8,true,""
Haverhill,Hawes Street,8,true,""
Route 128,Needham Junction,8,true,""
Newburyport,Kent Street,8,true,""
Harvard,Hamilton/Wenham,8,true,""
Hynes Convention Center,Kenmore,8,true,""
Boston University East,Wyoming Hill,8,true,""
Museum of Fine Arts,Arlington,8,true,""
Wollaston,North Billerica,8,true,""
Maverick,Eliot,8,true,""
Boston College,Chinatown,8,true,""
Four Corners/Geneva,West Medford,8,true,""
Needham Heights,Waltham,8,true,""
Manchester,Waban,8,true,""
Boston University West,Saint Paul Street,8,true,""
Kent Street,Airport,8,true,""
Boston University Central,Rockport,8,true,""
Gloucester,Riverside,8,true,""
Canton Center,Science Park/West End,8,true,""
Stony Brook,Griggs Street,8,true,""
Alewife,Government Center,8,true,""
Fairbanks Street,North Billerica,8,true,""
Maverick,Dean Road,8,true,""
Canton Junction,Reading,8,true,""
North Wilmington,Attleboro,8,true,""
Hamilton/Wenham,Bradford,8,true,""
Hawes Street,Attleboro,8,true,""
West Newton,Hanson,8,true,""
Fenwood Road,Chestnut Hill Avenue,8,true,""
Morton Street,West Gloucester,8,true,""
Haverhill,Newtonville,8,true,""
Littleton/Route 495,Manchester,8,true,""
Sharon,Andover,8,true,""
Reservoir,Englewood Avenue,8,true,""
JFK/UMass,Dedham Corporate Center,8,true,""
Chinatown,Ayer,8,true,""
Lincoln,Brandon Hall,8,true,""
Washington Street,Concord,8,true,""
Brandon Hall,Englewood Avenue,8,true,""
Quincy Adams,Assembly,8,true,""
Andrew,Whitman,8,true,""
Newtonville,Summit Avenue,8,true,""
Talbot Avenue,Boston University East,8,true,""
Quincy Center,Hynes Convention Center,8,true,""
Hawes Street,Fields Corner,8,true,""
South Attleboro,Mission Park,8,true,""
Longwood Medical Area,Cohasset,8,true,""
West Concord,Plimptonville,8,true,""
Harvard,Babcock Street,8,true,""
Concord,Wellington,8,true,""
Auburndale,Bellevue,8,true,""
Bradford,Natick Center,8,true,""
Arlington,Wyoming Hill,8,true,""
Montserrat,Chelsea,8,true,""
Maverick,Southborough,8,true,""
Concord,Kenmore,8,true,""
Foxboro,Eliot,8,true,""
Abington,Suffolk Downs,8,true,""
Green Street,Franklin/Dean College,8,true,""
Englewood Avenue,Nantasket Junction,8,true,""
T.F. Green Airport,Chinatown,8,true,""
Tappan Street,Concord,8,true,""
Coolidge Corner,Kent Street,8,true,""
Aquarium,Ruggles,8,true,""
Kingston,Newton Centre,8,true,""
Lowell,Assembly,8,true,""
Chestnut Hill,Waverley,8,true,""
Park Street,Islington,8,true,""
Allston Street,Washington Square,8,true,""
Four Corners/Geneva,Harvard,8,true,""
Morton Street,Haverhill,8,true,""
Newton Highlands,Copley,8,true,""
Four Corners/Geneva,Braintree,8,true,""
Manchester,Beaconsfield,8,true,""
Ipswich,Wilmington,8,true,""
Davis,Newmarket,8,true,""
Riverway,Four Corners/Geneva,8,true,""
Hawes Street,Needham Heights,8,true,""
Blandford Street,West Natick,8,true,""
Brigham Circle,Mission Park,8,true,""
Riverside,Concord,8,true,""
Wilmington,Wachusett,8,true,""
Lawrence,Kingston,8,true,""
Fenway,Prides Crossing,8,true,""
Newtonville,Boylston,8,true,""
Tappan Street,Whitman,8,true,""
Tappan Street,Roslindale Village,8,true,""
Brookline Village,South Weymouth,8,true,""
West Medford,Boston University East,8,true,""
Copley,Natick Center,8,true,""
Longwood Medical Area,Needham Junction,8,true,""
Bowdoin,Norwood Depot,8,true,""
Hynes Convention Center,Coolidge Corner,8,true,""
Ballardvale,Plymouth,8,true,""
T.F. Green Airport,Auburndale,8,true,""
Melrose/Cedar Park,Charles/MGH,8,true,""
Uphams Corner,Brookline Hills,8,true,""
Fairmount,Rowley,8,true,""
Harvard,Airport,8,true,""
Suffolk Downs,Babcock Street,8,true,""
Fenway,Route 128,8,true,""
Lowell,Hamilton/Wenham,8,true,""
Summit Avenue,Greenwood,8,true,""
Norfolk,West Concord,8,true,""
Porter,Summit Avenue,8,true,""
Summit Avenue,Mansfield,8,true,""
Talbot Avenue,Melrose Highlands,8,true,""
Lynn,Wyoming Hill,8,true,""
Prides Crossing,Chelsea,8,true,""
Brookline Village,South Acton,8,true,""
Harvard Avenue,Ipswich,8,true,""
Washington Square,Heath Street,8,true,""
State,Beachmont,8,true,""
Sullivan Square,Ruggles,8,true,""
Sutherland Road,East Weymouth,8,true,""
South Acton,Weymouth Landing/East Braintree,8,true,""
Littleton/Route 495,Grafton,8,true,""
Aquarium,Halifax,8,true,""
Haverhill,Chelsea,8,true,""
Fenway,Canton Junction,8,true,""
Airport,Boston College,8,true,""
Shawmut,Shirley,8,true,""
North Billerica,Stony Brook,8,true,""
Brookline Hills,Swampscott,8,true,""
South Street,North Billerica,8,true,""
Kingston,Oak Grove,8,true,""
Greenbush,Waverley,8,true,""
Rockport,Airport,8,true,""
Riverway,Andrew,8,true,""
Melrose Highlands,Montserrat,8,true,""
Coolidge Corner,Wedgemere,8,true,""
Greenwood,Brigham Circle,8,true,""
Attleboro,Science Park/West End,8,true,""
Silver Hill,Andover,8,true,""
Chinatown,Hyde Park,8,true,""
Heath Street,Fenwood Road,8,true,""
Ashmont,Brigham Circle,8,true,""
Hynes Convention Center,Lynn,8,true,""
Belmont,North Billerica,8,true,""
Norwood Central,Chestnut Hill Avenue,8,true,""
Prudential,Norfolk,8,true,""
Highland,Reservoir,8,true,""
Wood Island,Warren Street,8,true,""
Dean Road,Kenmore,8,true,""
Green Street,Bradford,8,true,""
Brandeis/Roberts,Stony Brook,8,true,""
Summit Avenue,Winchester Center,8,true,""
Longwood,Wellington,8,true,""
Norwood Central,West Natick,8,true,""
Readville,Wakefield,8,true,""
Revere Beach,Central,8,true,""
North Quincy,Longwood,8,true,""
Jackson Square,Wollaston,8,true,""
Weymouth Landing/East Braintree,Jackson Square,8,true,""
Newton Centre,Fields Corner,8,true,""
Norwood Depot,Salem,8,true,""
Wellesley Square,Ipswich,8,true,""
Sharon,Plymouth,8,true,""
Lawrence,Sullivan Square,8,true,""
Prides Crossing,South Attleboro,8,true,""
North Billerica,Montserrat,8,true,""
West Concord,Harvard Avenue,8,true,""
Hersey,Winchester Center,8,true,""
Beachmont,Government Center,8,true,""
Fenwood Road,Reservoir,8,true,""
West Concord,Waverley,8,true,""
Beverly Farms,Andover,8,true,""
Boston University East,East Weymouth,8,true,""
Plymouth,Bradford,8,true,""
Wilmington,Winchester Center,8,true,""
West Hingham,Newtonville,8,true,""
Warren Street,Museum of Fine Arts,8,true,""
Pleasant Street,Foxboro,8,true,""
Suffolk Downs,North Wilmington,8,true,""
Quincy Center,Southborough,8,true,""
Haymarket,Hastings,8,true,""
Brigham Circle,Chiswick Road,8,true,""
Ruggles,Yawkey,8,true,""
Warren Street,North Leominster,8,true,""
Downtown Crossing,Haymarket,8,true,""
Massachusetts Avenue,Abington,8,true,""
Reading,Orient Heights,8,true,""
West Natick,Littleton/Route 495,8,true,""
Foxboro,Melrose Highlands,8,true,""
Windsor Gardens,Rockport,8,true,""
Maverick,Melrose Highlands,8,true,""
Saint Paul Street,Newton Highlands,8,true,""
North Station,Forest Hills,8,true,""
North Wilmington,Ashmont,8,true,""
Griggs Street,West Roxbury,8,true,""
Shawmut,Park Street,8,true,""
North Leominster,Brigham Circle,8,true,""
Fairbanks Street,Lynn,8,true,""
Porter,Littleton/Route 495,8,true,""
Plymouth,Morton Street,8,true,""
Chestnut Hill,Lynn,8,true,""
Boylston,Manchester,8,true,""
Park Street,Wyoming Hill,8,true,""
Lawrence,Back Bay,8,true,""
Sharon,Beaconsfield,8,true,""
Hawes Street,Chestnut Hill Avenue,8,true,""
Dean Road,North Station,8,true,""
North Scituate,Forge Park/495,8,true,""
Bradford,Downtown Crossing,8,true,""
Allston Street,Braintree,8,true,""
Quincy Center,Prides Crossing,8,true,""
Longwood,Uphams Corner,8,true,""
Littleton/Route 495,Dedham Corporate Center,8,true,""
West Gloucester,North Leominster,8,true,""
Wedgemere,Highland,8,true,""
Walpole,North Scituate,8,true,""
Hastings,Andover,8,true,""
Wonderland,Ballardvale,8,true,""
Hamilton/Wenham,Dedham Corporate Center,8,true,""
Packards Corner,Maverick,8,true,""
Warren Street,Chiswick Road,8,true,""
Oak Grove,Woodland,8,true,""
Wellesley Hills,Foxboro,8,true,""
Chiswick Road,Abington,8,true,""
Brookline Hills,Coolidge Corner,8,true,""
Whitman,South Station,8,true,""
State,Cohasset,8,true,""
Oak Grove,Chestnut Hill,8,true,""
Attleboro,Pleasant Street,8,true,""
North Quincy,Washington Street,8,true,""
Beverly Farms,South Attleboro,8,true,""
Copley,Foxboro,8,true,""
Highland,Central,8,true,""
Mishawum,Brookline Hills,8,true,""
Tufts Medical Center,Montserrat,8,true,""
Saint Paul Street,Worcester/Union Station,8,true,""
Ashland,Haverhill,8,true,""
Government Center,Charles/MGH,8,true,""
Wollaston,West Concord,8,true,""
Newton Highlands,Norwood Depot,8,true,""
Wollaston,Boylston,8,true,""
Melrose/Cedar Park,Roslindale Village,8,true,""
Concord,Haverhill,8,true,""
Needham Center,Chiswick Road,8,true,""
Wonderland,Saint Marys Street,8,true,""
Oak Grove,Lincoln,8,true,""
Waverley,Westborough,8,true,""
Canton Center,Needham Heights,8,true,""
Brandeis/Roberts,T.F. Green Airport,8,true,""
Boston University West,Andrew,8,true,""
Bellevue,North Quincy,8,true,""
Roslindale Village,Melrose/Cedar Park,8,true,""
Boylston,Orient Heights,8,true,""
Auburndale,Ballardvale,8,true,""
Chelsea,Rowley,8,true,""
Melrose Highlands,Kent Street,8,true,""
Highland,Fairmount,8,true,""
Davis,Wyoming Hill,8,true,""
Harvard,Rowley,8,true,""
Kenmore,Back of the Hill,8,true,""
Prides Crossing,Heath Street,8,true,""
Kendal Green,Hynes Convention Center,8,true,""
Wachusett,Bowdoin,8,true,""
Northeastern University,Beverly Farms,8,true,""
Roslindale Village,Lowell,8,true,""
Revere Beach,Lowell,8,true,""
Back Bay,Dean Road,8,true,""
Sutherland Road,Talbot Avenue,8,true,""
South Attleboro,Northeastern University,8,true,""
Washington Street,Grafton,8,true,""
Norfolk,West Hingham,8,true,""
Quincy Center,Newburyport,8,true,""
Highland,Fields Corner,8,true,""
Windsor Gardens,Cohasset,8,true,""
Grafton,Kendal Green,8,true,""
North Scituate,Natick Center,8,true,""
Beachmont,Boston University West,8,true,""
Shawmut,North Quincy,8,true,""
Downtown Crossing,Savin Hill,8,true,""
Wilmington,Fields Corner,8,true,""
Mission Park,Hanson,8,true,""
Boston College,Ashland,8,true,""
Bowdoin,Symphony,8,true,""
West Hingham,West Concord,8,true,""
Quincy Center,Sullivan Square,8,true,""
Plymouth,East Weymouth,8,true,""
North Beverly,Copley,8,true,""
Massachusetts Avenue,Fairmount,8,true,""
Museum of Fine Arts,Brandon Hall,8,true,""
Belmont,Newburyport,8,true,""
Hyde Park,Ruggles,8,true,""
Prudential,Ipswich,8,true,""
Brandon Hall,Prides Crossing,8,true,""
Fields Corner,Hynes Convention Center,8,true,""
Hawes Street,Revere Beach,8,true,""
Reading,Copley,8,true,""
Quincy Center,South Street,8,true,""
Ashland,Boston University East,8,true,""
Beaconsfield,Mishawum,8,true,""
Fenway,Forest Hills,8,true,""
Museum of Fine Arts,Sutherland Road,8,true,""
Prides Crossing,West Roxbury,8,true,""
