origin,destination,routeCount,ok,mismatches
Abington,Worcester/Union Station,8,true,""
Wachusett,Melrose Highlands,8,true,""
Wollaston,Fitchburg,8,true,""
Eliot,Porter,8,true,""
South Acton,Wood Island,8,true,""
Endicott,West Natick,8,true,""
Ashland,Haymarket,8,true,""
Beverly,JFK/UMass,8,true,""
Needham Center,State,8,true,""
Back Bay,Chelsea,8,true,""
Cohasset,Salem,8,true,""
Sutherland Road,Morton Street,8,true,""
Stoughton,Mishawum,8,true,""
Washington Street,West Newton,8,true,""
Attleboro,Hastings,8,true,""
Warren Street,Wollaston,8,true,""
Route 128,West Newton,8,true,""
Highland,Waban,8,true,""
Pleasant Street,Fairbanks Street,8,true,""
Copley,Talbot Avenue,8,true,""
Kenmore,Sutherland Road,8,true,""
Fields Corner,Yawkey,8,true,""
West Concord,Waverley,8,true,""
Northeastern University,Uphams Corner,8,true,""
Assembly,Chinatown,8,true,""
Hawes Street,Longwood Medical Area,8,true,""
Aquarium,Rowley,8,true,""
Uphams Corner,Copley,8,true,""
West Medford,Roxbury Crossing,8,true,""
Chiswick Road,Allston Street,8,true,""
Highland,Melrose Highlands,8,true,""
West Gloucester,South Attleboro,8,true,""
Symphony,Park Street,8,true,""
Babcock Street,Chiswick Road,8,true,""
Lechmere,Andrew,8,true,""
Islington,Fenway,8,true,""
Kenmore,Wilmington,8,true,""
Longwood Medical Area,Attleboro,8,true,""
Fairbanks Street,Four Corners/Geneva,8,true,""
Hamilton/Wenham,Englewood Avenue,8,true,""
Chinatown,Hastings,8,true,""
Airport,Boston University West,8,true,""
Greenbush,Beverly,8,true,""
State,Community College,8,true,""
Framingham,Chestnut Hill Avenue,8,true,""
Hersey,Concord,8,true,""
Northeastern University,Ballardvale,8,true,""
Kendall/MIT,Worcester/Union Station,8,true,""
Waverley,Norwood Central,8,true,""
Fitchburg,Windsor Gardens,8,true,""
Belmont,Malden Center,8,true,""
Beverly,Alewife,8,true,""
South Weymouth,Concord,8,true,""
T.F. Green Airport,Prudential,8,true,""
Northeastern University,Swampscott,8,true,""
Fairbanks Street,South Street,8,true,""
Chelsea,Newton Centre,8,true,""
Suffolk Downs,Porter,8,true,""
Boston University East,Fitchburg,8,true,""
Wood Island,Dean Road,8,true,""
Uphams Corner,Norwood Depot,8,true,""
North Scituate,Back Bay,8,true,""
Museum of Fine Arts,Anderson/Woburn,8,true,""
Uphams Corner,Islington,8,true,""
Concord,Fields Corner,8,true,""
Prides Crossing,Greenwood,8,true,""
Melrose Highlands,Sutherland Road,8,true,""
Brigham Circle,Prudential,8,true,""
Norwood Depot,Griggs Street,8,true,""
Park Street,Rowley,8,true,""
Norwood Central,Fields Corner,8,true,""
Science Park/West End,South Station,8,true,""
Waverley,Broadway,8,true,""
Boston University West,Quincy Center,8,true,""
Southborough,North Leominster,8,true,""
Ashmont,Tufts Medical Center,8,true,""
Newton Highlands,Griggs Street,8,true,""
West Gloucester,Littleton/Route 495,8,true,""
South Attleboro,Route 128,8,true,""
Savin Hill,Quincy Adams,8,true,""
Boston University East,Gloucester,8,true,""
Chestnut Hill Avenue,Montserrat,8,true,""
Fairbanks Street,Lowell,8,true,""
Route 128,Warren Street,8,true,""
Riverside,Eliot,8,true,""
Government Center,Silver Hill,8,true,""
Windsor Gardens,Southborough,8,true,""
Providence,T.F. Green Airport,8,true,""
Lechmere,Hyde Park,8,true,""
Government Center,Boston University Central,8,true,""
West Concord,Haverhill,8,true,""
Prides Crossing,Beaconsfield,8,true,""
Kendall/MIT,Ashmont,8,true,""
Packards Corner,Heath Street,8,true,""
Newton Highlands,Dedham Corporate Center,8,true,""
Kendal Green,Hynes Convention Center,8,true,""
Coolidge Corner,Beverly,8,true,""
Sullivan Square,Hyde Park,8,true,""
Islington,Hawes Street,8,true,""
Norwood Depot,Malden Center,8,true,""
Hynes Convention Center,Brookline Hills,8,true,""
Central,South Attleboro,8,true,""
Heath Street,Whitman,8,true,""
Kendal Green,Assembly,8,true,""
Kingston,Boston College,8,true,""
Aquarium,Boylston,8,true,""
Auburndale,Boston University Central,8,true,""
Wellington,Manchester,8,true,""
Endicott,Attleboro,8,true,""
Wellington,Woodland,8,true,""
Lowell,Kingston,8,true,""
Malden Center,South Weymouth,8,true,""
Beverly,Westborough,8,true,""
Wilmington,State,8,true,""
Forest Hills,Bowdoin,8,true,""
Davis,Needham Center,8,true,""
Haverhill,Andrew,8,true,""
West Natick,Forge Park/495,8,true,""
Norfolk,Boston University Central,8,true,""
Wellington,Wellesley Hills,8,true,""
Mansfield,Stoughton,8,true,""
Fitchburg,Cohasset,8,true,""
Chinatown,Haymarket,8,true,""
Shawmut,Chestnut Hill Avenue,8,true,""
Yawkey,Canton Junction,8,true,""
Plymouth,Waban,8,true,""
Greenbush,West Hingham,8,true,""
Gloucester,Cohasset,8,true,""
Ballardvale,Norwood Central,8,true,""
Melrose Highlands,Hamilton/Wenham,8,true,""
South Acton,Waltham,8,true,""
Talbot Avenue,Dean Road,8,true,""
Chestnut Hill,Aquarium,8,true,""
Griggs Street,Fields Corner,8,true,""
Hyde Park,Packards Corner,8,true,""
Grafton,Newtonville,8,true,""
Hamilton/Wenham,Rowley,8,true,""
Franklin/Dean College,Orient Heights,8,true,""
Cohasset,Jackson Square,8,true,""
Norwood Depot,Copley,8,true,""
Revere Beach,Kingston,8,true,""
Reservoir,Winchester Center,8,true,""
Sharon,Boylston,8,true,""
Waverley,Englewood Avenue,8,true,""
Wonderland,Whitman,8,true,""
Longwood Medical Area,Fenwood Road,8,true,""
Allston Street,Grafton,8,true,""
Wellington,Winchester Center,8,true,""
Saint Paul Street,Heath Street,8,true,""
Hersey,Yawkey,8,true,""
Halifax,Endicott,8,true,""
Sullivan Square,Needham Heights,8,true,""
Swampscott,Greenwood,8,true,""
Revere Beach,Beaconsfield,8,true,""
Downtown Crossing,Anderson/Woburn,8,true,""
Longwood Medical Area,Foxboro,8,true,""
Lowell,Montserrat,8,true,""
Malden Center,Rockport,8,true,""
Norfolk,Montserrat,8,true,""
Orient Heights,West Roxbury,8,true,""
North Beverly,Alewife,8,true,""
Hastings,Broadway,8,true,""
Davis,Quincy Adams,8,true,""
Framingham,Haverhill,8,true,""
South Station,Reading,8,true,""
Highland,Kingston,8,true,""
Arlington,Brandeis/Roberts,8,true,""
Sullivan Square,Fenway,8,true,""
Assembly,Orient Heights,8,true,""
Brigham Circle,Tappan Street,8,true,""
Belmont,Washington Square,8,true,""
Oak Grove,Tufts Medical Center,8,true,""
Quincy Adams,Charles/MGH,8,true,""
Sharon,Beachmont,8,true,""
Auburndale,Back of the Hill,8,true,""
Boston College,Griggs Street,8,true,""
Back Bay,Riverside,8,true,""
Park Street,Wickford Junction,8,true,""
Kingston,Brookline Hills,8,true,""
West Gloucester,Massachusetts Avenue,8,true,""
Malden Center,Kendal Green,8,true,""
Mansfield,Plimptonville,8,true,""
Boston College,Canton Junction,8,true,""
Framingham,Harvard Avenue,8,true,""
Swampscott,Lechmere,8,true,""
Silver Hill,Washington Street,8,true,""
Wedgemere,Suffolk Downs,8,true,""
Alewife,Washington Square,8,true,""
Newmarket,Lynn,8,true,""
Griggs Street,Porter,8,true,""
Weymouth Landing/East Braintree,Fairbanks Street,8,true,""
South Acton,Hersey,8,true,""
Dedham Corporate Center,Downtown Crossing,8,true,""
JFK/UMass,Museum of Fine Arts,8,true,""
Mishawum,Wellington,8,true,""
Bellevue,Swampscott,8,true,""
Canton Junction,East Weymouth,8,true,""
North Quincy,Dean Road,8,true,""
Brandon Hall,Cleveland Circle,8,true,""
Quincy Center,North Leominster,8,true,""
Babcock Street,Lawrence,8,true,""
JFK/UMass,Wood Island,8,true,""
West Roxbury,Boston University East,8,true,""
Waverley,Hynes Convention Center,8,true,""
Lawrence,Readville,8,true,""
Wakefield,Southborough,8,true,""
Wakefield,Babcock Street,8,true,""
Forest Hills,Fields Corner,8,true,""
Washington Street,Museum of Fine Arts,8,true,""
Sharon,Wollaston,8,true,""
Revere Beach,South Street,8,true,""
Kendal Green,Kenmore,8,true,""
Haverhill,T.F. Green Airport,8,true,""
Newtonville,Roslindale Village,8,true,""
Whitman,Foxboro,8,true,""
State,Fairmount,8,true,""
Mission Park,Andover,8,true,""
Packards Corner,Stony Brook,8,true,""
Suffolk Downs,Beverly Farms,8,true,""
Boston University West,Revere Beach,8,true,""
Talbot Avenue,Longwood,8,true,""
Riverside,Melrose/Cedar Park,8,true,""
Chestnut Hill,Kent Street,8,true,""
Wonderland,Oak Grove,8,true,""
Back Bay,Wyoming Hill,8,true,""
Melrose/Cedar Park,Chinatown,8,true,""
Brookline Village,Newmarket,8,true,""
Wonderland,Broadway,8,true,""
Plimptonville,Jackson Square,8,true,""
Concord,Montserrat,8,true,""
Cleveland Circle,Broadway,8,true,""
Hamilton/Wenham,West Medford,8,true,""
Saint Marys Street,Wellington,8,true,""
South Station,Whitman,8,true,""
North Station,Quincy Adams,8,true,""
Haymarket,Prides Crossing,8,true,""
Route 128,West Concord,8,true,""
Allston Street,Boston University West,8,true,""
Canton Junction,South Street,8,true,""
Endicott,West Gloucester,8,true,""
Kenmore,Readville,8,true,""
Oak Grove,Framingham,8,true,""
Kendal Green,Reservoir,8,true,""
Fitchburg,Prides Crossing,8,true,""
Suffolk Downs,Wellington,8,true,""
Englewood Avenue,Melrose Highlands,8,true,""
Wollaston,Cohasset,8,true,""
Forest Hills,Revere Beach,8,true,""
Melrose/Cedar Park,Newmarket,8,true,""
Grafton,Norwood Central,8,true,""
Reservoir,Walpole,8,true,""
Reservoir,Malden Center,8,true,""
Chinatown,Kingston,8,true,""
Lynn,Newmarket,8,true,""
Wellesley Square,Savin Hill,8,true,""
Kenmore,Weymouth Landing/East Braintree,8,true,""
Symphony,Blandford Street,8,true,""
Wollaston,Riverway,8,true,""
Wickford Junction,West Natick,8,true,""
Porter,South Weymouth,8,true,""
Woodland,Chestnut Hill,8,true,""
Babcock Street,Forest Hills,8,true,""
Washington Street,Wellesley Square,8,true,""
Suffolk Downs,Harvard Avenue,8,true,""
Ruggles,Montserrat,8,true,""
Montserrat,Revere Beach,8,true,""
Ayer,Riverway,8,true,""
Weymouth Landing/East Braintree,Longwood,8,true,""
Prides Crossing,Fields Corner,8,true,""
Roslindale Village,Museum of Fine Arts,8,true,""
Needham Center,Central,8,true,""
North Station,Kingston,8,true,""
Fields Corner,Brandeis/Roberts,8,true,""
Jackson Square,Wyoming Hill,8,true,""
Orient Heights,Allston Street,8,true,""
West Roxbury,Braintree,8,true,""
Aquarium,Ashland,8,true,""
Ayer,Wachusett,8,true,""
Silver Hill,North Quincy,8,true,""
Riverside,Silver Hill,8,true,""
Lynn,Abington,8,true,""
Brigham Circle,Rockport,8,true,""
Brandon Hall,South Acton,8,true,""
Mission Park,Chestnut Hill Avenue,8,true,""
Wyoming Hill,Haverhill,8,true,""
North Billerica,West Newton,8,true,""
Washington Street,Allston Street,8,true,""
Harvard Avenue,Sutherland Road,8,true,""
Wellesley Farms,Westborough,8,true,""
Chestnut Hill Avenue,Anderson/Woburn,8,true,""
Wellesley Square,Silver Hill,8,true,""
Fitchburg,Longwood Medical Area,8,true,""
Forest Hills,Nantasket Junction,8,true,""
Harvard,Englewood Avenue,8,true,""
Westborough,Stony Brook,8,true,""
Kenmore,Prides Crossing,8,true,""
Washington Square,Chestnut Hill,8,true,""
Sutherland Road,Community College,8,true,""
Alewife,Riverway,8,true,""
Brigham Circle,Waverley,8,true,""
Chiswick Road,Newton Centre,8,true,""
Chestnut Hill,Plimptonville,8,true,""
Hanson,Kent Street,8,true,""
Reservoir,Stoughton,8,true,""
East Weymouth,Lincoln,8,true,""
Harvard Avenue,Brookline Village,8,true,""
Franklin/Dean College,Longwood Medical Area,8,true,""
Suffolk Downs,Park Street,8,true,""
Winchester Center,Community College,8,true,""
Wyoming Hill,Alewife,8,true,""
Halifax,Manchester,8,true,""
Framingham,Bowdoin,8,true,""
Lowell,Longwood,8,true,""
Shirley,Ipswich,8,true,""
Beaconsfield,Waverley,8,true,""
Roslindale Village,Stoughton,8,true,""
Saint Marys Street,Cohasset,8,true,""
Babcock Street,Quincy Adams,8,true,""
North Beverly,Beverly Farms,8,true,""
Saint Marys Street,Back of the Hill,8,true,""
Warren Street,Needham Center,8,true,""
Haverhill,Weymouth Landing/East Braintree,8,true,""
Ruggles,Norwood Depot,8,true,""
Community College,Suffolk Downs,8,true,""
Lincoln,Fairmount,8,true,""
Park Street,Nantasket Junction,8,true,""
Babcock Street,Quincy Adams,8,true,""
Griggs Street,Hersey,8,true,""
Waverley,Dedham Corporate Center,8,true,""
Ruggles,Nantasket Junction,8,true,""
Sharon,Foxboro,8,true,""
Prudential,Alewife,8,true,""
Hawes Street,Framingham,8,true,""
North Wilmington,Waban,8,true,""
South Acton,Government Center,8,true,""
Shawmut,Beverly,8,true,""
Lowell,Bowdoin,8,true,""
Saint Paul Street,Hyde Park,8,true,""
Chiswick Road,Hamilton/Wenham,8,true,""
Route 128,Newmarket,8,true,""
Hastings,Quincy Center,8,true,""
Kendall/MIT,Lincoln,8,true,""
Quincy Adams,West Concord,8,true,""
Assembly,Maverick,8,true,""
Chestnut Hill,Northeastern University,8,true,""
South Acton,Auburndale,8,true,""
Dean Road,Bradford,8,true,""
Hyde Park,Beaconsfield,8,true,""
Copley,Shirley,8,true,""
Waverley,Blandford Street,8,true,""
Chinatown,Woodland,8,true,""
Kendal Green,Bowdoin,8,true,""
Fenwood Road,Riverside,8,true,""
Abington,Pleasant Street,8,true,""
Quincy Center,Mission Park,8,true,""
Swampscott,Community College,8,true,""
Winchester Center,Englewood Avenue,8,true,""
Swampscott,Littleton/Route 495,8,true,""
State,Aquarium,8,true,""
Stoughton,Eliot,8,true,""
Melrose/Cedar Park,Aquarium,8,true,""
Westborough,Savin Hill,8,true,""
Littleton/Route 495,North Scituate,8,true,""
Beverly Farms,Symphony,8,true,""
Porter,Davis,8,true,""
Riverway,Forge Park/495,8,true,""
Shirley,Forest Hills,8,true,""
Melrose/Cedar Park,Chestnut Hill Avenue,8,true,""
Wollaston,Rockport,8,true,""
Wedgemere,Waverley,8,true,""
Natick Center,Park Street,8,true,""
West Medford,Kendall/MIT,8,true,""
Quincy Adams,Davis,8,true,""
Hynes Convention Center,Brandon Hall,8,true,""
Lawrence,Melrose Highlands,8,true,""
Grafton,Haymarket,8,true,""
Park Street,Washington Square,8,true,""
Porter,Islington,8,true,""
Chestnut Hill Avenue,Norfolk,8,true,""
Brookline Hills,Saint Paul Street,8,true,""
Fenway,Kenmore,8,true,""
Oak Grove,Haverhill,8,true,""
Halifax,Wellesley Farms,8,true,""
Auburndale,West Gloucester,8,true,""
Hersey,Roslindale Village,8,true,""
Dedham Corporate Center,Worcester/Union Station,8,true,""
Norwood Depot,Ballardvale,8,true,""
Roslindale Village,Northeastern University,8,true,""
Museum of Fine Arts,South Weymouth,8,true,""
Kingston,North Quincy,8,true,""
West Hingham,Arlington,8,true,""
Sullivan Square,Cohasset,8,true,""
Boylston,Revere Beach,8,true,""
Natick Center,Malden Center,8,true,""
Newmarket,T.F. Green Airport,8,true,""
Warren Street,Broadway,8,true,""
Government Center,Oak Grove,8,true,""
Saint Paul Street,Assembly,8,true,""
Tufts Medical Center,Newmarket,8,true,""
Waltham,Beaconsfield,8,true,""
Alewife,Quincy Center,8,true,""
Swampscott,Brookline Village,8,true,""
Winchester Center,Dean Road,8,true,""
Hawes Street,Newton Centre,8,true,""
Manchester,Franklin/Dean College,8,true,""
Yawkey,Worcester/Union Station,8,true,""
Beverly,Providence,8,true,""
Hyde Park,Fairmount,8,true,""
Plimptonville,Wachusett,8,true,""
Needham Heights,Uphams Corner,8,true,""
Concord,Pleasant Street,8,true,""
Talbot Avenue,Jackson Square,8,true,""
Rowley,Cleveland Circle,8,true,""
Washington Street,Broadway,8,true,""
Central,Chelsea,8,true,""
Andover,Chestnut Hill,8,true,""
Copley,Charles/MGH,8,true,""
Islington,Malden Center,8,true,""
Roslindale Village,Cohasset,8,true,""
Fitchburg,Winchester Center,8,true,""
Brandeis/Roberts,Back of the Hill,8,true,""
Government Center,Davis,8,true,""
Abington,Woodland,8,true,""
Woodland,Melrose/Cedar Park,8,true,""
Lowell,Hynes Convention Center,8,true,""
Chestnut Hill Avenue,Kendal Green,8,true,""
Wilmington,Morton Street,8,true,""
Montserrat,West Medford,8,true,""
Wellesley Farms,Kingston,8,true,""
North Billerica,Anderson/Woburn,8,true,""
Morton Street,Hastings,8,true,""
Wachusett,Bellevue,8,true,""
Norfolk,Lawrence,8,true,""
Stony Brook,Beverly,8,true,""
Jackson Square,Wilmington,8,true,""
Chiswick Road,Waban,8,true,""
Rowley,Fitchburg,8,true,""
Science Park/West End,Chestnut Hill Avenue,8,true,""
Ayer,Tufts Medical Center,8,true,""
Needham Junction,West Gloucester,8,true,""
Park Street,Salem,8,true,""
Saint Marys Street,Hynes Convention Center,8,true,""
Walpole,Kent Street,8,true,""
Winchester Center,Lynn,8,true,""
Lowell,Newton Highlands,8,true,""
Washington Street,Needham Center,8,true,""
Wachusett,Grafton,8,true,""
Nantasket Junction,Brigham Circle,8,true,""
Wellesley Hills,Auburndale,8,true,""
West Newton,West Medford,8,true,""
Belmont,Readville,8,true,""
Wollaston,Tufts Medical Center,8,true,""
Andrew,Quincy Adams,8,true,""
Swampscott,South Street,8,true,""
Winchester Center,Malden Center,8,true,""
Government Center,Back Bay,8,true,""
Savin Hill,Melrose/Cedar Park,8,true,""
Fenway,Wyoming Hill,8,true,""
Northeastern University,Lechmere,8,true,""
Southborough,Auburndale,8,true,""
Ashland,Government Center,8,true,""
Eliot,Uphams Corner,8,true,""
Lowell,Needham Junction,8,true,""
Haymarket,Riverside,8,true,""
Brigham Circle,Kenmore,8,true,""
Riverside,West Roxbury,8,true,""
Attleboro,Bowdoin,8,true,""
Framingham,Newton Highlands,8,true,""
Fitchburg,Hastings,8,true,""
Government Center,Hanson,8,true,""
Greenbush,Chelsea,8,true,""
Fitchburg,Park Street,8,true,""
Wellesley Square,Quincy Center,8,true,""
Roslindale Village,Winchester Center,8,true,""
Framingham,Chestnut Hill,8,true,""
Copley,Englewood Avenue,8,true,""
Riverside,Bellevue,8,true,""
Windsor Gardens,Gloucester,8,true,""
Four Corners/Geneva,Chiswick Road,8,true,""
South Weymouth,Maverick,8,true,""
Riverway,Wakefield,8,true,""
Wyoming Hill,Wellesley Square,8,true,""
West Newton,Blandford Street,8,true,""
Copley,Fitchburg,8,true,""
Newmarket,Pleasant Street,8,true,""
Silver Hill,Fenway,8,true,""
Melrose Highlands,Worcester/Union Station,8,true,""
Reservoir,Saint Marys Street,8,true,""
Montserrat,Forest Hills,8,true,""
Coolidge Corner,Oak Grove,8,true,""
Reading,Mission Park,8,true,""
Griggs Street,Newburyport,8,true,""
Belmont,Bowdoin,8,true,""
Brandeis/Roberts,Kingston,8,true,""
Jackson Square,Uphams Corner,8,true,""
Blandford Street,Beaconsfield,8,true,""
Reading,Heath Street,8,true,""
Coolidge Corner,Natick Center,8,true,""
Lechmere,Revere Beach,8,true,""
West Concord,Wickford Junction,8,true,""
Wellington,Worcester/Union Station,8,true,""
Quincy Adams,Manchester,8,true,""
Boston University West,Norwood Central,8,true,""
Melrose Highlands,Wachusett,8,true,""
Haymarket,Newburyport,8,true,""
Northeastern University,Park Street,8,true,""
Riverway,Copley,8,true,""
Ipswich,Waban,8,true,""
Greenbush,Chelsea,8,true,""
Mission Park,West Natick,8,true,""
Allston Street,Canton Junction,8,true,""
Anderson/Woburn,Norfolk,8,true,""
Wellesley Farms,Washington Street,8,true,""
Gloucester,Ashmont,8,true,""
Nantasket Junction,Reservoir,8,true,""
Windsor Gardens,Grafton,8,true,""
Government Center,Northeastern University,8,true,""
Fenwood Road,Wellington,8,true,""
Hanson,Brookline Village,8,true,""
Dean Road,Waverley,8,true,""
Arlington,Lawrence,8,true,""
Worcester/Union Station,Wickford Junction,8,true,""
Canton Junction,Alewife,8,true,""
Washington Square,Halifax,8,true,""
Community College,Revere Beach,8,true,""
Weymouth Landing/East Braintree,Dean Road,8,true,""
Rowley,Norwood Depot,8,true,""
South Station,Mission Park,8,true,""
Melrose Highlands,Fitchburg,8,true,""
Copley,Airport,8,true,""
Summit Avenue,Savin Hill,8,true,""
Boston University Central,Central,8,true,""
Packards Corner,Boston College,8,true,""
Back Bay,South Attleboro,8,true,""
Readville,Boston University Central,8,true,""
Packards Corner,Norwood Depot,8,true,""
Jackson Square,Heath Street,8,true,""
Roxbury Crossing,Forest Hills,8,true,""
Longwood,Belmont,8,true,""
Stoughton,Kendall/MIT,8,true,""
Yawkey,Franklin/Dean College,8,true,""
Woodland,Melrose/Cedar Park,8,true,""
Dean Road,T.F. Green Airport,8,true,""
Route 128,Alewife,8,true,""
Massachusetts Avenue,Broadway,8,true,""
Fenway,Andover,8,true,""
Bradford,Hastings,8,true,""
